content,time,abstract,title
"中国金融市场令人震惊的新年开局严重拖累了亚洲其他市场。
全球对中国市场及经济的兴趣，使亚洲其他市场也暴露在聚光灯下。投资者和分析师在测试一些资产与中国资产的关联；在某些情况下，这些关联是新的、正在发展的。
直到不久以前，亚洲各市场仍倾向于密切追随华尔街的引领，即便亚洲的经济体对邻近的庞大经济体增加了敞口。如今，有关中国的担心正在压低美国股价，进而进一步拖累亚洲当地的市场。
“我们正处于这样的环境：这里的市场对于经济增长放缓和向下修正的预期十分敏感，”高盛(Goldman Sachs)亚太区首席股票策略师慕天辉(Timothy Moe)表示。
“在这个大背景下，你首先对中国经济增长产生忧虑，然后被股价下跌和人民币贬值搞得更加担忧。”
昨日没有出现让人喘口气的机会。上海和深圳股市延续跌势，使它们今年迄今的跌幅分别达到15%和20%。
香港恒生指数(Hang Seng index)今年以来下跌9.2%，日本的东证指数(Topix)下跌6.5%，台湾加权指数(Taiex)下跌6.6%。从覆盖面更广的MSCI明晟亚太指数(MSCI Asia-Pacific)看，2016年的新年开局是自2000年以来最糟糕的。
法国巴黎银行(BNP Paribas)亚洲股票策略师Manishi Raychaudhuri表示：“之前我们知道当下是困难时期，但我们想不到风险会在进入新的一年后这么快就爆发，而且这么无情。”
亚洲各国的货币也受到打击，韩元兑美元汇率下跌3.1%，马来西亚林吉特下跌2.1%。
不同资产类别纷纷出现亏损，促使投资者纷纷想要更好地理解中国与邻近的经济体之间存在怎样的相互作用。
“去年很长时间里曾有一种观点认为，我们已挺过最糟糕的时期，而且鉴于我们已经遭遇的重大调整，美联储(Fed)加息没什么可怕的，”摩根士丹利(Morgan Stanley)亚洲和新兴市场首席股票策略师郭强盛(Jonathan Garner)表示。“但是，投资者（对亚洲股票）的持有比重没有原来想象的那么低。”
香港迄今是反应的震中。就在昨日，借入离岸人民币的短期成本出现飙升——据信这主要是中国在过去一周疑似干预离岸市场的一个副作用。
离岸人民币利率对实体经济影响有限；不过，分析师们也在探讨内地与离岸中心之间的更直接联系。
比如，根据摩根士丹利团队的计算，人民币相对于美元的币值每下跌1%，就会转换成恒生中国企业指数（HSCEI，在港上市内地企业的主要股指）成份股报告的盈利减少逾1%。
鉴于中国市场在很大程度上仍然不对外国人开放，恒生中国企业指数之类的指数已成为押注中国的主要工具，用于各种产品——从期货到指数挂钩的衍生品。
花旗集团(Citigroup)亚太区交易策略主管穆罕默德•阿帕亥(Mohammed Apabhai)告诫称，某些产品也有可能影响市场行情。所谓的“自动赎回产品”(autocallables)——与指数关联的押注，提供有吸引力的收益率，除非标的市场跌至某个特定水平——迄今在韩国等市场被证明很受欢迎。此类产品中有很多基于恒生中国企业指数。
阿帕亥表示：“你可以想象，如果市场在一天里下跌5%或6%，然后突然出现一些期货抛售，那将产生相当大的影响。
“如果你明日早上醒来，看到恒生中国企业指数下跌12%，如果你不知道有这些产品存在，你会自动想到这就是了，这就是人人预期会爆发的中国信贷大危机，而实际上它可能根本不是那么回事，而只是技术性卖盘。”
彼得•韦尔斯(Peter Wells)补充报道
译者/和风",2016年1月12日 07:25,不久前，亚洲各地市场还在倾向于密切追随华尔街的脚步。然而，中国股市令人震惊的新年熊市开局却让投资者始料未及。市场人士不得不转而加紧研究中国与邻近经济体之间的关联。,中国股市大跌殃及亚洲市场
"周一，香港股市开盘伊始，长江实业(Cheung Kong Holdings)和和记黄埔(Hutchison Whampoa)的股价均大涨逾15%。此前在周五，这两家李嘉诚旗下的旗舰集团曾公布一项激进的重组措施。
这一重组协议实际上合并了这两家集团，并将其房地产业务剥离为新的单独上市的公司。它的用意是为了令两家企业的估值得到解放。这一应该会得到股东批准的交易预计会在6月份达成。
该交易是在周五收盘后公布的。在纽约，两家企业的美国预托证券都上涨了10%。
分析师称，这一规划是1997年以来长江实业的最大规模重组计划。
巴克莱银行(Barclays)表示，这一重组交易将从至少三个方面令股东收益：
•将控股公司拿到的折扣减少了一层；
•优化资本结构；
•提升股东红利，它通常会产生积极的影响。
野村证券(Nomura)估计，交易完成后，和记黄埔的股价或将上涨9%到19%。
在股市开盘之前，他们表示：“股东手中的股票将来极有可能大幅上涨。”
“在重组之后，李嘉诚家族及其信托在这两大旗舰企业中的股份只会略高于30%。在我们看来，这一持股比例很难防止恶意收购，也会限制其募资能力。我们相信，李嘉诚很可能会加大持股比例，以巩固对集团的控制，从而为抵御股价下行提供支持。”
译者/简易",2015年1月12日 11:16,周五宣布重组措施后，周一开盘伊始这两家李嘉诚旗下的旗舰集团股价均上涨至少15%,长江实业与和记黄埔股价均大涨
"明日英国选举的种种不确定性像是一枚洋葱头，拨开一层，又会露出另一层。第一个已知的未知因素是哪个政党将赢得最多席位，这是政治赌注的最核心问题。
在许多欧洲国家，第二个不确定性是标准化的：政治交易之后，将组成何种联合政府或少数政府？英国选民不喜欢打破庄严承诺的政党，但如果想要稳定的领导层，他们最好习惯于这一点。
出于对这两种不确定性的担忧，英镑的隐含波动性已大幅升高（见以下图表）。
不过，对投资者而言，第三种不确定性或许是最棘手的。即使在什么样的政党组合会主政的问题尘埃落定之后，人们仍将很难推断出英镑、股市和债券的走势。
通常这不是问题：保守党(Tory)上台利好投资者，工党(Labour)则不然。市场的“肌肉记忆”或许会随着选举结果出炉而发生作用，有迹象表明会组成以保守党为首的政府时，价格会被推高，工党将主导的迹象会损及价格。保守党打算就是否脱离欧盟(EU)举行公投，为2017年带来又一个不确定性。如果围绕退出欧盟的投票的宣传活动妨碍外国投资的话，鉴于经常账户赤字不断扩大带来的资本流入需求，这可能压低英镑。
同样地，所有政党——独立分析显示，甚至苏格兰民族党(SNP)也不例外——都致力于提高紧缩程度，即便程度略有不同。
在一些地方，政治言论可能与投资现实相吻合。正如花旗集团(Citigroup)的迈克尔•桑德斯(Michael Saunders)所指出的，工党的豪宅税注定将损及伦敦中心城区的房产价格。由于工党希望提高工人收入（相当于推高公司成本），若工党上台，英国股市可能也会表现得更糟糕。
但是，尽管选民们应当关心各党方案的细节，但对英国国债和英镑走势真正重要的是经济和预算赤字。在这些宏观问题上，人们在政党之间进行抉择几乎毫不费力：埃德•米利班德(Ed Miliband) 8英尺6英寸高的“承诺石”比这位工党领袖在上面刻出的政策份量重得多。
译者/邢嵬",2015年5月6日 06:40,通常情况下，保守党主政利好投资者，工党反之。但就本次大选而言，因保守党打算就是否脱离欧盟举行公投，所以，若保守党胜出，也会带来新的不确定性。,短线观点：英国大选后的市场走势
"英镑汇率出现近八年来最大升幅，全球股市普遍上涨，原因是政治氛围和民意调查显示，英国人转向在周四举行的公投中投票留在欧盟。
英镑相对于美元走高逾2%，这是自金融危机爆发以来英镑的最大单日涨幅，同时博彩公司立博(Ladbrokes)降低了它对留欧的赔率，现在认为英国脱欧的几率为26%。
全球股价也纷纷上涨，反映出这样一种观点，即上周反对党工党议员乔•考克斯(Jo Cox)遇害改变了双方拉票的格局，遏止了脱欧阵营的气势。
但民调结果的差距依然不大。国家社会研究中心(National Centre for Social Research)的一项研究认为，目前两个阵营的支持率对比是53比47，留欧阵营领先。民调专家约翰•柯蒂斯(John Curtice)表示，最终结果“看起来如此接近，以至于任何领先都应得到谨慎对待”。英国《金融时报》对最新民调的综合分析显示，双方旗鼓相当，支持率都达到44%。
英国首相戴维•卡梅伦(David Cameron)是留欧阵营的头面人物，如果他输了，他的六年首相生涯将岌岌可危。昨日他在下议院(House of Commons)主持了纪念考克斯的仪式，仪式在全体议员的雷鸣般的掌声中结束。
卡梅伦的团队认为，他对英国脱欧的经济风险发出的警告正在被选民听进去，本着“安全为上”，许多人开始倾向于留欧；这种势头甚至在考克斯遇害之前就在上周的民调中有所体现。
支持难民权利和欧盟成员国身份的议员竟然遭到谋杀，也在脱欧阵营内部引发动荡，焦点问题是其宣传基调，尤其是该阵营抓住移民问题不放的做法。
随着公投拉票活动进入最后48小时，欧洲理事会(European Council)主席唐纳德•图斯克(Donald Tusk)向英国选民发出恳求：“留下来，我们需要你们。”他坚称，欧盟必须汲取英国脱欧公投的教训。
法国大企业在英国报纸上投放广告，称它们未来在英国的招聘和投资情况有赖于英国“坚定和持久地坚守在单一市场内”。广告的署名是“你们的法国朋友”(Vos amis français)。
还有关于经济后果的最新警告。泛欧交易所(Euronext)首席执行官斯特凡纳•布伊纳(Stéphane Boujnah)对英国《金融时报》表示，英国脱欧将终结伦敦金融城在欧元交易领域的主导地位。
译者/和风",2016年6月21日 06:22,英镑出现多年最大单日涨幅，全球股市上涨。英国工党议员考克斯遇害改变了政治格局，遏止了脱欧阵营的气势。,英国留欧阵营人气回升
"全球油价周四降至近4年来最低。交易员们担心全球经济放缓可能难以消化稳步增加的石油供应。
经纪商表示，在纽约原油期货市场下午2:30分闭市后，本已疲弱的原油市场遭遇大幅下跌，有数千份美国基准西德克萨斯中质油(West Texas Intermediate)合约在当天晚间换手。
截至周四当天结束，纽约商品期货交易所(NYMEX)11月交货的西德克萨斯中质油价格下跌最大值曾达3.7%，至每桶84.06美元，伦敦洲际交易所(ICE)11月交货的布伦特(Brent)原油价格下跌3.2%，至88.42美元，为自2010年12月以来最低。
最近几周，全球经济前景一直黯淡，市场也愈发担心，德国经济可能会陷入衰退、巴西正步入衰退，而中国经济也正在放缓，这些都预示着全球石油需求增速将放缓。
世界银行(World Bank)和国际货币基金组织(IMF)会议将在华盛顿召开，类似的担忧也拖累了美国股市。标准普尔500指数(S&P 500)收盘下跌2.1%，道琼斯工业平均指数(Dow Jones Industrial Average)和纳斯达克综合指数(Nasdaq Composite)分别下跌2%。
自从沙特阿拉伯上周下调出售给客户的油价以来，原油价格一直大幅下跌，这表明，石油输出国组织(Opec，简称欧佩克)成员国之间将爆发分析人士所谓的价格战。美国本周称，该国石油产量已达到每日890万桶，为近30年来最高。
译者/梁艳裳",2014年10月10日 11:22,全球经济前景普遍低迷，加上石油供应的稳步增加，原油价格已跌破90美元,全球原油价格跌至4年最低
"中国的化工集团天合化工(Tianhe)在香港上市仅三个月就被停牌，原因是此前一个声称与秘密黑客团体Anonymous有关的团体称该集团有欺诈行为。
这次空头风格的攻击是至少一年内中国内地企业受到的攻击中规模最大的一次。
此前，天合化工一直由于投行在中国的招聘行为而成为舆论关注的中心。该集团于今年6月上市，在周二“匿名分析(Anonymous Analytics)”发表那篇长达66页的报告时，该集团的市值大约为80亿美元。
这次攻击还是自去年香港引入新上市规则以来，最为高调的一次。根据这一新的上市规则，对于企业首次公开招股(IPO)的担保银行来说，它们可能需要为与招股说明书中的错误信息有关的违规行为承担责任。天合化工的担保银行是摩根士丹利(Morgan Stanley)、瑞银(UBS)和美银美林(Bank of America Merrill Lynch)。这三家银行对此都拒绝置评。
根据彭博(Bloomberg)的数据，摩根士丹利(Morgan Stanley)私募股权部门持有天合化工9.5%的股份，是后者第二大股东。
彭博旗下负责跟踪分析师们对企业看法的服务部门的说法是，瑞银于周三暂时冻结了其分析师李博南(Bonan Li)对天合化工的评级。此前，李博南曾建议投资者应买入天合化工的股票。
周二，消息传来之际，天合化工股价暴跌5%。此后，依照天合化工的要求，该公司股票被停牌，等待公司的声明。
在一份初步声明中，天合化工表示保留权利“通过法律行动向该机构及/或有关的个人追讨损害赔偿或其他补偿”。
天合化工表示：“该报告含有不符合事实的错误、误导性陈述和对公司及其董事的恶意指责。”该公司还补充说，它将“尽快在可行情况下刊发澄清公告回应该报告的指控”。
这个自称“匿名分析”的黑客团体声称，天合化工在招股说明书中捏造了部分销售和盈利数据。
在一封回应英国《金融时报》问题的电子邮件中，“匿名分析”表示，促使该团体密切关注天合化工的，是该公司的高利润率。
在这份报告中，匿名分析表示：“经多个月的尽职审查、实地研究及分析，我们发现天合化工是一个大骗局，是有史以来最大规模的股市欺诈案之一。”
除了其他业务，天合化工的专长是表面处理——比如智能手机和平板电脑的防水面料和涂层。
天合化工的审计方德勤(Deloitte)对此拒绝置评。香港市场监管机构香港证监会(Hong Kong Securities and Futures Commission)也同样拒绝置评这一消息。
对于卖空者来说，他们的目标是通过股价的下跌盈利，其方法往往是通过公开攻击做空对象实现的。
“匿名分析”表示，该团体对于天合化工的股票不持立场，不过读者可以假设有相关机构等待从该公司股票的任何下跌行情中获利。
“匿名分析”报告中的说法尚不能立即得到独立验证。
最近对中国企业信誉的攻击，不再像2011年嘉汉林业(Sino Forest)一案那样轰动。当时，美国空头浑水公司(Muddy Waters)曾声称这家在多伦多上市的林业集团有欺诈行为。
在此之前，“匿名分析”还曾在2011年攻击过中国蔬菜供应商超大现代农业(Chaoda Modern Agriculture)，后者在受到攻击后股价曾急剧下跌。不过，2012年该团体对于在纽约上市的奇虎360(Qihoo 360)的批评文章却未能说服投资者，奇虎360的股票自那以来上涨了4倍。奇虎360是一家中国搜索与网络安全公司。
译者/简易",2014年9月3日 13:22,一个名为“匿名分析”的团队称天合化工涉嫌欺诈，后者称保留采取法律行为的权利,天合化工遭遇空头攻击
"香港交易所(HKEx)行政总裁李小加(Charles Li)建议，香港应大幅扩大对新公司上市程序的评估的范围，这可能会为香港监管机构解决上市制度改革这一棘手问题提供一种办法。该评估引起了“情绪化”的反应。
此际，港交所第二年成为全球最大新公司上市地，尽管越来越多的人对香港小盘股的行为提出批评。
李小加昨日建议，香港应通过增加对创业板市场(Growth Enterprise Market)的审查，来扩大目前对上市程序的评估。香港创业板市场大致相当于伦敦针对较小公司的另类投资市场(AIM)。香港还可能就设立新板以吸引较小初创企业征求意见。
他表示：“是时候以全盘形式进行咨询，如果将各个议题分开处理，可能数年后仍然原地踏步。一些人士选择支持或者反对上市监管架构咨询，其中牵涉到现有的创业板市场存在的问题，以及是否需要设立新板等问题。需要将所有相关的问题放在一起，做一个全面的讨论。”
一些银行家和经纪商私下表示，这次上市程序评估的设计不是非常合理，该评估由香港证监会(Securities & Futures Commission)推动。
因此，扩大评估范围可能会让香港证监会获得批评者的支持。去年，政府顾问机构香港金融发展局(Financial Services Development Council)公开反对该计划。
香港证监会表示，对港交所让香港成为金融中心的努力表示欢迎，但在港交所进一步论述其观点之前拒绝发表更多评论。去年，港交所的首次公开发行(IPO)融资额为250亿美元，包括一些大规模IPO。这一融资额相当于纽约证券交易所(NYSE)和纳斯达克(Nasdaq)融资额的总和。
但无法解释的波动性上升以及透明度缺乏（特别是小盘股）正给香港的声誉蒙上阴影。过去5年，香港证监会的调查数量几乎翻了一番，同时外界对于证监会所说的“问题”公司的抱怨也大幅增多。
港交所和证监会目前正对二者联合推出的上市评估所获咨询意见进行研究。拟议的上市制度改革将削弱港交所上市委员会(Listing Committee)的权力并提高证监会的作用。上市委员会由专业人士组成，包括银行家、律师、会计师和投资者，负责对所有上市申请进行审查，其成员资格备受重视。
李小加称当前的意见征询是“我们看到过的争议最多的上市咨询之一”。
他补充称：“争议持续不断。反馈很多，它们带有情绪，数量多，反映出非常广泛的意见。”
然而，李小加试图弱化与香港证监会在这个问题上存在分歧的说法。“我不希望这成为让我的朋友们感到尴尬的时刻，”他表示，“最终，他们的心是好的，但我们对事情的看法可能略有不同。”
译者/梁艳裳",2017年1月20日 14:34,李小加建议大幅扩大对新公司上市程序的评估的范围，这可能为香港监管机构解决上市制度改革问题提供一种办法。,李小加呼吁扩大香港上市程序评估
"中国一位亿万富翁对冲基金经理因操纵市场被判入狱5年半，此案是自2015年国内股市暴跌以来中国最令人瞩目的金融犯罪公诉案件之一。
多年在股市操盘、曾经被人与美国的卡尔•伊坎(Carl Icahn)相提并论的徐翔，在沿海城市宁波带领着一个由对冲基金经理组成的松散群体，这群人有“涨停板敢死队”之称，因为他们喜欢在股市上做出高风险的押注。
华东城市青岛一家法院昨日表示，徐翔先后与13家公司的控股股东合谋发布利好信息，在拉抬股价后以大宗交易方式抛售股票，使双方获利。
法院称，徐翔对自己的犯罪行为自愿表示认罪认罚，并提交了具结悔过书。法院还称，犯罪所得赃款全部被追缴，但没有说明具体金额。财经新闻网站财新(Caixin)援引青岛司法系统消息来源称，徐翔被罚款110亿元人民币（合16亿美元），这将是一笔与证券有关的创纪录罚款。
徐翔的两名同伙也以相同罪名被判入狱，王巍被判处有期徒刑3年，竺勇被判处有期徒刑2年缓刑3年。不清楚这3人是否得到了律师代表。
在高中开始炒股的徐翔，是自学成才的操盘手，在他呼风唤雨的时期，他喜欢大胆投注于股票。2015年，他的公司泽熙投资管理公司(Zexi Investment Management)有五只基金产品的总回报跻身于中国前20名之列。那年他被列为中国排名第188的富豪，估计身价为140亿元人民币。
他被视为“涨停板敢死队”（这些人敢于孤注一掷炒高自己看好的股票、使其触及中国两大证交所10%的单日涨幅上限）的“总舵主”。“敢死队”成员设法利用了其他投资者的注意力，并在心理因素往往压倒上市公司基本面的中国股市借助这种注意力来影响群体行为。
徐翔的操盘在持续一年的牛市期间（上证综指上涨153%，在2015年6月触及七年高点）被大量模仿。但这一股指随后在不到一个月内下跌45%，监管机构将其归咎于“恶意”卖空者。警方成立了专案小组展开调查。
译者/何黎",2017年1月24日 07:00,法院称，徐翔先后与13家公司的控股股东合谋发布利好信息，在拉抬股价后以大宗交易方式抛售股票，使双方获利。,中国“涨停板敢死队总舵主”被判入狱5年半
"数百家中国企业已将自己的股票停牌。目前北京方面正竭尽全力隔离中国经济，使其不受逾20年来最剧烈的股市下滑的影响。
昨日又有173家在上海和深圳上市的集团在市场收盘后宣布停牌，使停牌的股票总数达到942只，占沪深股市所有上市公司的三分之一。
突显人们对中国市场感到不安的另一个迹象是，大宗商品普遍遭受重创，其中铜价领跌。伦敦金属交易所(London Metal Exchange)期铜价格跌至2009年以来最低水平，在两天里下跌8.4%。
自不到一个月前触及7年高点以来，中国股市急剧下跌，其触发因素是当局针对有关市场可能存在泡沫的担忧，采取措施控制保证金融资，即利用借来的钱购买股票的行为。
随着散户投资者竞相退出对股市的杠杆化押注，上市公司整体已蒸发了大约3万亿美元市值。
停牌数量最多的是以科技股为主的深圳创业板(ChiNext)，该市场在今年早些时候涨幅最大，最近的调整幅度也最大。
北京方面已采取措施支撑中国两个主要股指的成份股，包括直接购买大盘股、停止首次公开发行(IPO)以及降低交易费。但到目前为止，当局的努力未能止损。
“目前市场存在一股恐慌情绪，但不管他们（当局）怎么干预，都挡不住市场下跌，”瑞信(Credit Suisse)经济学家陶冬表示。
昨日中国股市在过去五个交易日第四次下跌。上证综指(Shanghai Composite)下跌1.3%，深证成指(Shenzhen Composite)下跌5.3%。
按目前水平衡量，深证成指今年以来上涨36%，而不到一个月前的涨幅曾达到122%。在始于6月12日的此轮跌势中，两个股指双双下跌三分之一；根据彭博(Bloomberg)的数据，这是中国股市自1992年以来最剧烈的下挫。
巴克莱(Barclays)大宗商品分析师凯文•诺里斯(Kevin Norrish)表示：“中国是铜的最大消费国。目前中国经济增长前景是不确定的。再加上此前大量资金涌入上海股市，因此随着这一市场下跌，人们担心这种负面情绪可能反馈至经济。”
境外上市的股票也受到了重创。在香港上市的中国内地股票下跌3.3%，抹去了今年全部涨幅，而在美国上市的中资集团周一出现自2011年以来最大跌幅。
数量激增的股票停牌是企业部门帮助遏止股市跌势的最新举措。据彭博计算，停牌已冻结了价值1.4万亿美元的股票。
译者/和风",2015年7月8日 06:51,数百家中国企业已将自己的股票停牌。目前，中国政府正在竭力隔离中国经济，使其不受股市大跌的影响。同时，投资者对中国市场感到不安的另一个迹象是，大宗商品普遍遭受重创。,分析：A股出现停牌潮
"汉能薄膜发电集团(Hanergy Thin Film Power Group)的股票周三在香港暴跌47%至每股3.91港元后停牌。最近几个月，英国《金融时报》一直在
这家在香港上市的太阳能企业。
上述股价是该公司股票自2月3日以来的最低水平。关于这次停牌，该公司尚未公布任何原因。在此轮暴跌之前，汉能薄膜股价自去年8月以来曾暴涨4.8倍。
汉能方面确认，其董事长兼大股东李河君不会参加周四在香港召开的股东年度大会。不过，包括其首席执行官戴明芳和财务董事林一鸣(Eddie Lam)在内的其他高管则会参加此次会议。
汉能一位发言人表示：“李河君董事长不会参加年度股东大会。他还有其他事务要处理。”
这位周姓人士并未透露李河君可能会身处何处，李河君也没有回应记者的置评请求。
最近几个月，暴涨的股价、以及针对母公司的巨大销售额，令汉能薄膜受到了密切关注（详情可参考英国《金融时报》
）。
汉能薄膜已表示，通过与中国内地第三方企业签订太阳能电池板制造设备的供货合同，该公司已在最近几个月降低了对其母公司的敞口。
周三早上，在提交给香港交易所(Hong Kong Stock Exchange)的短暂声明中，汉能表示：“汉能薄膜发电集团有限公司（‘该公司’）的股份（证券代号：00566）已于今天（20/5/2015）上午十时四十分起短暂停止买卖。因此，与该公司有关的所有结构性产品亦已同时短暂停止买卖。”
译者/简易",2015年5月20日 13:48,董事长李河君将缺席周四股东大会；FT近月曾就其经营和股价发布系列调查报告,汉能薄膜股价大跌47%后停牌
"周一，中国股市暴涨逾4%，出现自近期熊市发生转折以来的最大单日涨幅。
上证综指收涨4.9%，至3928.42点。这是该指数自7月9日以来的最大单日涨幅。7月8日的收盘点位为本轮熊市的最低收盘点位。
这一涨幅是沪市基准指数今年以来的第三大单日涨幅，也是五年来的第三大单日涨幅。在本交易日的最后半小时，该指数涨幅最高曾达5.3%。
深证综指收涨4.5%，至2274.84点，是自8月4日以来的最大单日涨幅，也是今年以来的第五大单日涨幅。在本交易日最后半小时，该指数涨幅最高曾达5%。
主导今日行情的消息面因素，是中国政府计划以注资的方式来整合众多国有企业。目前，庞大的债务负担正令这些国企举步维艰。
投资者关注的焦点是航运业。有报道称，中国政府正考虑让中海集运(China Shipping Group)与中国远洋(Cosco)合并。周一，这两家企业在沪市和香港股市的股票已经停牌，等待进一步的公告，这引发了这两家企业或将合并的猜测。
这一消息也刺激其他航运企业的股票出现大幅上涨。船舶制造商中国船舶(China CSSC Holdings)和中国重工(China Shipbuilding Industry Company)暴涨10%至涨停，而中集集团(China International Marine Containers)日内一度上涨7.7%，中海海盛(China Shipping Haisheng)一度上涨9.7%。
上周，中国远洋H股上涨24.8%，单是上周五就上涨了13.6%。
今年，中国政府曾将该国两家最大的铁路设备制造商——中国北车(CNR)和中国南车(CSR)——整合成一家名为中国中车(CRRC)的实体，在沪港两地上市。此举或预示着，中国将开始整合其他行业的国企。
上周末发布的一轮疲弱的经济数据使得分析师们在今天上午预测，中国政策制定者可能即将出台更多货币和财政刺激。
译者/简易",2015年8月10日 17:49,上证综指收涨4.9%，中国远洋与中海集运整合传闻推动航运股大涨,国企整合传闻致中国股市大涨
"周三，全球股市加速下跌，富时环球指数(FTSE All World Index)在交易时段曾一度跌入熊市区间。同时，油价跌至新低，投资者竞相买入安全的、高评级的政府债券。
恐惧情绪蔓延至全球各市场，英国、法国和日本的股指较其2015年高点下跌了20%以上——这是公认的熊市定义——使得今年成为有纪录以来全球股市开局最差的一年。
美国的标普500指数(S&P 500)、道琼斯工业平均指数(Dow Jones Industrial Average)和纳斯达克指数(Nasdaq)一度跌幅大于3%，较前一次高点低10%以上，这意味着美国三大股指进入了市场“回调”。但在午后交易中，三大股指有所上涨，最终标普500指数收跌1.2%。
一直以来拖累全球股市的因素在于，中国经济、全球经济增长前景、大宗商品价格下跌以及央行是否仍愿意充当后盾的问题引起的担忧日益加重。
周三，投资者涌向更安全的政府债券，把10年期美国国债(US Treasuries)、英国国债(UK Gilts)、德国国债(German Bunds)和日本国债的收益率分别压低至仅有1.96%、1.62%、0.48%和0.21%。黄金价格也大幅上涨。
由于德国股指和中国股指已然进入熊市区间，反映发达和新兴经济体上市公司40万亿美元市值的富时环球指数曾一度下跌3.3%，为2013年6月以来最低点。随后，该指数从低点向上反弹，当天收跌2%。
法国兴业银行(Société Générale)策略师贝恩德•伯格(Bernd Berg)表示，风险更高的新兴市场惨遭“黑色星期三”，摩根大通新兴市场货币指数(JPMorgan’s EM currency index)跌至创纪录新低，新兴市场股指跌至2009年5月以来最低点。
自然资源价格再次大跌。彭博大宗商品指数(Bloomberg Commodity index)跌至起码1991年以来最低点，美国原油价格跌破每桶28美元。周三，布伦特原油(Brent)较低点有所反弹，收跌2%，收于每桶28.19美元。西德克萨斯中质原油(WTI)收跌3%，收于每桶28.69美元。
1月初，中国经济放缓、资本外流和汇率贬值引起的担忧导致了股市抛售，但担忧情绪逐渐加重，促使人们对世界经济状况，以及各国央行支持市场的能力与意愿进行了重新评估。
译者/邢嵬",2016年1月21日 11:31,英国、法国和日本的股指较其2015年高点下跌了20%以上。同时，油价也跌至新低，投资者竞相买入安全的、高评级的政府债券。,全球股指跌入熊市区间
"中国国家开发银行(China Development Bank)租赁部门的首次公开招股(IPO)将创下锁定股票的香港新纪录。这一IPO交易打算筹集最高11亿美元，不过可能会有高达90%的上市股票被配置给基石投资者。
疲软的需求令银行家借助少数大型投资者支撑买盘——尤其是在中国国有集团的招股过程中。大规模投资并接受六个月锁定期的基石投资者在香港IPO交易中所占的比重越来越大。
根据Dealogic的数据，去年香港通过IPO筹集了340亿美元，是所有交易所中最高的。不过，41%的股权落到了基石投资者手中，这一比例也创下了纪录。
周二，国银租赁(CDB Leasing)启动了IPO，筹资目标在7.59亿到11亿美元之间。基石投资者已认购了6.8亿美元，如果发行价落在发行价区间的低端，这一规模将相当于发行股份的90%，超过去年10月中国华融资产管理公司(China Huarong Asset Management)创下的70%的纪录。
如果需求和首日交易足够强劲，银行家可以行使超额配股权，多发行15%的股份，使交易规模达到11亿美元，从而把基石投资者的投资比例降至60%。
不过，在香港今年迄今的其他三宗类似规模的IPO交易中，中国浙商银行(China Zheshang Bank)和天津银行(Bank of Tianjin)这两家的发行价接近其发行价区间的底部。另外一家——中银航空租赁(BOC Aviation)同样是一家租赁公司，该公司为提振对其股票的需求而开出了罕见的固定发行价。
上述三宗IPO目前都跌破了发行价，在全球今年11宗7亿美元以上的IPO中，是仅有的几宗没有出现涨价的。
译者/简易",2016年6月22日 06:01,疲软需求令银行家借助少数大型投资者支撑买盘，大规模投资并接受六个月锁定期的基石投资者在香港IPO交易中比重越来越大。,国银租赁IPO九成股票或配置给基石投资者
